force,friction,agent_type,success,target_time,total_energy,efficiency,stability,oscillations,control_effort,max_position,avg_velocity
0.01,0.01,naive,false,200,-0.11910255281260877,0.0,0.011336928376932318,21,200.0,-0.35094377413834504,0.00976135399698772
0.01,0.01,naive,false,200,-0.11910255281260877,0.0,0.011336928376932318,21,200.0,-0.35094377413834504,0.00976135399698772
0.01,0.01,active,false,200,-0.09743634688282513,0.0,0.06264844827110458,21,290.1177537484706,-0.010972785799186181,0.05349194459762705
0.01,0.01,active,false,200,-0.09743634688282513,0.0,0.06264844827110458,21,290.1177537484706,-0.010972785799186181,0.05349194459762705
0.01,0.05,naive,false,200,-0.11961971373650628,0.0,0.005442376949015768,21,200.0,-0.36410053934115577,0.0030384044457758895
0.01,0.05,naive,false,200,-0.11961971373650628,0.0,0.005442376949015768,21,200.0,-0.36410053934115577,0.0030384044457758895
0.01,0.05,active,false,200,-0.11423534313110974,0.0,0.029022567651956724,21,292.9716783977638,-0.1182833337761788,0.017735936340907064
0.01,0.05,active,false,200,-0.11423534313110974,0.0,0.029022567651956724,21,292.9716783977638,-0.1182833337761788,0.017735936340907064
0.01,0.09,naive,false,200,-0.11969918631674385,0.0,0.004049772010841392,21,200.0,-0.37532147496413154,0.0016875605861453888
0.01,0.09,naive,false,200,-0.11969918631674385,0.0,0.004049772010841392,21,200.0,-0.37532147496413154,0.0016875605861453888
0.01,0.09,active,false,200,-0.11663763342022264,0.0,0.02026103001839073,21,292.9716783977638,-0.20147811420970604,0.009898872177420383
0.01,0.09,active,false,200,-0.11663763342022264,0.0,0.02026103001839073,21,292.9716783977638,-0.20147811420970604,0.009898872177420383
0.05,0.01,naive,false,200,0.4932465027601572,0.0,0.07037508734204441,12,200.0,2.1611783911416262,0.06177942843886402
0.05,0.01,naive,false,200,0.4932465027601572,0.0,0.07037508734204441,12,200.0,2.1611783911416262,0.06177942843886402
0.05,0.01,active,false,200,0.29607519708023583,0.0,0.0378083486013659,2,180.9457460036687,1.789849760652234,0.016939998834022883
0.05,0.01,active,false,200,0.29607519708023583,0.0,0.0378083486013659,2,180.9457460036687,1.789849760652234,0.016939998834022883
0.05,0.05,naive,false,200,-0.029957502102911513,0.0,0.02720520066336669,19,200.0,0.3768334959406744,0.016121583520731782
0.05,0.05,naive,false,200,-0.029957502102911513,0.0,0.02720520066336669,19,200.0,0.3768334959406744,0.016121583520731782
0.05,0.05,active,false,200,0.3059626925808392,0.0,0.03807255241425001,2,176.93429725774402,1.812434771968067,0.01705911334755233
0.05,0.05,active,false,200,0.3059626925808392,0.0,0.03807255241425001,2,176.93429725774402,1.812434771968067,0.01705911334755233
0.05,0.09,naive,false,200,-0.04604041867144808,0.0,0.02024239009339197,20,200.0,0.180527284347694,0.008690904752515312
0.05,0.09,naive,false,200,-0.04604041867144808,0.0,0.02024239009339197,20,200.0,0.180527284347694,0.008690904752515312
0.05,0.09,active,false,200,0.316041829927461,0.0,0.03818201761170126,2,179.89892286131237,1.8715415127286188,0.017527603062002333
0.05,0.09,active,false,200,0.316041829927461,0.0,0.03818201761170126,2,179.89892286131237,1.8715415127286188,0.017527603062002333
0.09,0.01,naive,false,200,0.6844869501766502,0.0,0.18790441428986565,17,200.0,3.011065225404602,0.16168041443461345
0.09,0.01,naive,false,200,0.6844869501766502,0.0,0.18790441428986565,17,200.0,3.011065225404602,0.16168041443461345
0.09,0.01,active,false,200,0.30063443718909605,0.0,0.040864209059833866,4,95.08956407982838,1.8954127751097036,0.01806909292745497
0.09,0.01,active,false,200,0.30063443718909605,0.0,0.040864209059833866,4,95.08956407982838,1.8954127751097036,0.01806909292745497
0.09,0.05,naive,false,200,0.7514735200540912,0.0,0.09149458225817841,20,200.0,2.817321609874364,0.053458491908704206
0.09,0.05,naive,false,200,0.7514735200540912,0.0,0.09149458225817841,20,200.0,2.817321609874364,0.053458491908704206
0.09,0.05,active,false,200,0.3059441744721159,0.0,0.040457653997772826,2,95.79279081700624,1.9031149099997937,0.017961403240413405
0.09,0.05,active,false,200,0.3059441744721159,0.0,0.040457653997772826,2,95.79279081700624,1.9031149099997937,0.017961403240413405
0.09,0.09,naive,false,200,0.7472290676801912,0.0,0.06758357388809413,20,200.0,2.6398889338196296,0.03079210672068404
0.09,0.09,naive,false,200,0.7472290676801912,0.0,0.06758357388809413,20,200.0,2.6398889338196296,0.03079210672068404
0.09,0.09,active,false,200,0.3193215161369984,0.0,0.04241577748235057,4,98.944550342726,1.937681089752001,0.01829951989788232
0.09,0.09,active,false,200,0.3193215161369984,0.0,0.04241577748235057,4,98.944550342726,1.937681089752001,0.01829951989788232
